,弹幕,类别
920,进度条告诉我还没完,难过
921,谢谢谢谢过奖了,高兴
922,你好爱他,高兴
923,我看过！,高兴
924,你好爱他,高兴
925,俄罗斯同义转换是雨后蘑菇呢（狗头）,高兴
926,你好爱他,高兴
927,你好爱他,高兴
928,我得奖了！,高兴
929,你好爱他,高兴
930,深深！！！！,高兴
931,傻孩子们快跑,愤怒
932,进度条？,愤怒
933,你好爱他,高兴
934,你真的好爱他,高兴
935,你好爱他,高兴
936,哈哈哈哈哈哈哈哈哈哈哈哈,高兴
937,你好爱他,高兴
938,哈哈哈哈哈哈哈,高兴
939,升华主题,高兴
940,你好爱他,高兴
941,你好爱他,高兴
942,哈哈哈哈哈哈哈哈哈哈哈笑死我了,高兴
943,你好爱他,高兴
944,谢谢大家,高兴
945,你好爱他,高兴
946,我靠笑死我了,高兴
947,Yes!!,惊讶
948,你好爱他,高兴
949,你好爱他,高兴
950,你好爱他,高兴
951,你还爱他啊啊啊啊,高兴
952,你好爱他,高兴
953,妈妈我得奖了,高兴
954,毕竟修哥是真的俄罗斯人,高兴
955,你好爱他,高兴
956,你好爱他,高兴
957,哈哈哈哈哈哈哈,高兴
958,你好爱他,高兴
959,敏感肌也能用,高兴
960,你好爱他,高兴
961,你好爱他,高兴
962,看的我想吃螺蛳粉了,难过
963,谢谢,高兴
964,笑傲江湖既视感,高兴
965,最喜欢鹿鹿说“三连”这两个字 哈哈哈 好带感~~~,高兴
966,你好爱他,高兴
967,还有个人装水军被水军买赞了哈哈哈哈哈哈哈哈哈哈哈,高兴
968,恶心心,难过
969,你好爱他,高兴
970,你好爱他,高兴
971,你好爱他。,高兴
972,你好爱他,高兴
973,你好爱他,高兴
974,你好爱他！,高兴
975,你好爱他,高兴
976,泪目,难过
977,泪目,难过
978,你好爱他,高兴
979,你告诉他,愤怒
980,你好爱他！,高兴
981,？？？,惊讶
982,恶心心,难过
983,哈哈哈哈哈哈哈哈哈哈哈哈,高兴
984,你好爱他,高兴
985,你真的好爱他,高兴
986,《你 好 爱 他》,高兴
987,泪目,难过
988,你告诉他,愤怒
989,是的，我们有一个孩子,难过
990,这语气好贱啊哈哈哈哈,高兴
991,你好爱他,高兴
992,夺笋呐！,高兴
993,你好爱他,高兴
994,哈哈哈哈哈哈哈哈哈,高兴
995,你好爱他,高兴
996,你还爱他他他就是他,高兴
997,白巧克力不好吃,难过
998,他真的好丑,难过
999,叛逆的鲁路修,难过
1000,哈哈哈哈哈哈哈我以为就我玩不会,高兴
1001,你好爱他,高兴
1002,哈哈哈哈哈哈哈哈哈看过,高兴
1003,恶心心,难过
1004,你好爱他,高兴
1005,ohhhhhhhhhhhh,高兴
1006,深深！！！,高兴
1007,哈哈哈哈哈哈,高兴
1008,你好爱他,高兴
1009,哈哈哈哈哈哈哈哈h哈哈哈哈哈哈哈哈哈,高兴
1010,你好爱他,高兴
1011,瑞幸咖啡hhhhh,高兴
1012,谢谢，首先要感谢我的家人,高兴
1013,你好爱他,高兴
1014,你好爱他,高兴
1015,你好爱他,高兴
1016,DNA动了 ,高兴
1017,你好爱他 ,高兴
1018,就缺德呗,愤怒
1019,你好爱他,高兴
1020,你再骂！,愤怒
1021,吃瓜吃到自家,高兴
1022,粉丝正主双向社恐哈哈哈哈哈,高兴
1023,你好爱他,高兴
1024,你好爱他,高兴
1025,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
1026,你好爱他,高兴
1027,你好爱他,高兴
1028,你好爱他,高兴
1029,你好爱他,高兴
1030,你好爱他,高兴
1031,啊你好爱他,高兴
1032,哈哈哈哈哈哈哈哈哈哈,高兴
1033,又看到我崽！！！,惊讶
1034,你好爱他,高兴
1035,周深！！！,高兴
1036,你好爱他,高兴
1037,好搞笑,高兴
1038,你好爱他,高兴
1039,你怎么读秒的，我真的生气了,愤怒
1040,哈哈哈,高兴
1041,谢谢谢谢,高兴
1042,已经买了一车敏感肌也能用孩子很喜欢,高兴
1043,鲁殿yyds,高兴
1044,谢谢,高兴
1045,哈哈哈哈哈哈周深周深,高兴
1046,哈哈哈哈哈周深你怎么回事啊啊啊,高兴
1047,惊现周深,惊讶
1048,这波啊，这波是自夸,愤怒
1049,你好爱他,高兴
1050,你好爱他,高兴
1051,你好爱他,高兴
1052,笑吐了哈哈哈哈哈哈哈,高兴
1053,你好矮他！,愤怒
1054,你好爱他,高兴
1055,你好爱他,高兴
1056,你好爱他,高兴
1057,你好爱他,高兴
1058,这个BGM带着王者的鼓动,高兴
1059,恶心心,难过
1060,叠词词，恶心心。脑壳有病病，我来帮你打爆爆,愤怒
1061,快跑！！！！！！！！！,惊讶
1062,快跑！！！！！！！！,惊讶
1063,我   很   内   向,难过
1064,哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
1065,是真的啥也不会...(捂脸),高兴
1066,我会点赞所有关于国服赵云的弹幕,高兴
1067,谢谢，我缺德,高兴
1068,谢谢大家，首先我要感谢.....,高兴
1069,草啊哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
1070,你还是爱他！！！！！,高兴
1071,你好爱他,高兴
1072,你好爱他,高兴
1073,进度条暴露了一切,愤怒
1074,你好爱他,高兴
1075,好吵,难过
1076,你好爱他,高兴
1077,YES!,高兴
1078,color！,高兴
1079,你好爱他,高兴
1080,Sensen！！！,高兴
1081,你好爱他,高兴
1082,你好爱他,高兴
1083,你好爱他,高兴
1084,你好爱他,高兴
1085,你好爱他,高兴
1086,你好爱他,高兴
1087,你好爱她,高兴
1088,你好爱他,高兴
1089,你好爱他,高兴
1090,周深！！！！！！！！！！,高兴
1091,鲁鲁修的音乐,高兴
1092,你好爱他,高兴
1093,谢谢大家,高兴
1094,你好爱他,高兴
1095,哈哈哈哈哈哈,高兴
1096,爱他,高兴
1097,哈哈哈哈哈哈哈,高兴
1098,深深怎么又是你哈哈哈哈,高兴
1099,你好爱他,高兴
1100,哈哈红红火火恍恍惚惚,高兴
1101,你好爱他,高兴
1102,你好爱他,高兴
1103,！！！BGM！！！,高兴
1104,你好爱他,高兴
1105,你好爱他,高兴
1106,你好爱他,高兴
1107,上一次干这个事还是帮周杰伦冲超话一,高兴
1108,你好爱他,高兴
1109,老本行,高兴
1110,你好爱他 ,高兴
1111,你好爱他,高兴
1112,好爱他啊,高兴
1113,你真的好爱他,高兴
1114,具体来说，他逃，我追，他插翅难飞,难过
1115,你真是好爱他,高兴
1116,你好爱他,高兴
1117,你好爱他,高兴
1118,你好爱他,高兴
1119,你好爱他,高兴
1120,你好爱他,高兴
1121,2335,高兴
1122,猝不及防,惊讶
1123,你好爱他,高兴
1124,你好爱他,高兴
1125,你好爱他,高兴
1126,他读秒一直可以的,高兴
1127,你好爱他,高兴
1128,你好爱他,高兴
1129,你好爱他,高兴
1130,你怎麼那麼愛他我好佩服,高兴
1131,你好爱他,高兴
1132,你好爱他,高兴
1133,哦，没听过！,高兴
1134,说么，这是谁啊？,愤怒
1135,你好爱他,高兴
1136,你真的好爱他,高兴
1137,你好爱他,高兴
1138,你好爱他,高兴
1139,你好爱他,高兴
1140,《撒        娇》,高兴
1141,这个我记得笑死我了,高兴
1142,缺德呗,愤怒
1143,哈哈哈哈哈哈,高兴
1144,你好爱他,高兴
1145,买了十卡车了 全家都好吃哭了,高兴
1146,恶心心,难过
1147,你好爱他,高兴
1148,谢谢谢谢谢谢,高兴
1149,你好爱他,高兴
1150,你好爱他,高兴
1151,你好爱他,高兴
1152,简历有东西写了！！,高兴
1153,周深好好听,高兴
1154,是爱吗？是责任吗？,愤怒
1155,他好爱他,高兴
1156,他读秒一直可以的,高兴
1157,你爱好他,高兴
1158,你好爱他哈哈哈哈哈哈哈,高兴
1159,你好爱他,高兴
1160,你好爱她,高兴
1161,你好爱他,高兴
1162,你好爱他,高兴
1163,你好爱他,高兴
1164,哈哈哈哈哈哈哈哈哈,高兴
1165,你好爱他,高兴
1166,深深啊啊啊啊啊,高兴
1167,是笋尖尖,高兴
1168,哈哈哈哈哈哈歌词太好笑,高兴
1169,你好爱他,高兴
1170,你是笋丝王中王,高兴
1171,笋王,高兴
1172,啊啊啊我们是被盗号了,愤怒
1173,你好爱他,高兴
1174,字由人yyds,高兴
1175,哈哈哈哈哈哈,高兴
1176,我害怕哈哈哈哈哈哈哈哈,高兴
1177,哈哈哈哈哈哈哈哈,高兴
1178,你好爱他,高兴
1179,没有那些世俗的欲望,高兴
1180,哈哈哈哈哈哈哈,高兴
1181,你好爱他,高兴
1182,你的人,愤怒
1183,你还爱他，你好爱他！,高兴
1184,你好爱他哈哈哈哈,高兴
1185,你好爱他,高兴
1186,弹幕突然消失？,难过
1187,你好爱他,高兴
1188,你好爱他,高兴
1189,你好爱他,高兴
1190,哈哈哈哈,高兴
1191,哈哈哈,高兴
1192,你好爱他,高兴
1193,你好爱他,高兴
1194,缺德,愤怒
1195,你好爱他,高兴
1196,你好爱他,高兴
0,有内味,高兴
1,0.75完美复刻,高兴
2,双氧水,难过
3,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
4,哈哈哈哈神他妈乐爷,高兴
5,领悟到了精髓,高兴
6,哈哈哈哈哈哈哈哈哈哈哈哈,高兴
7,0.75  yyds,高兴
8,0.75完美食用,高兴
9,1.5被跟rap一样,愤怒
10,0.75绝活啊，第一次见唱的这么顺滑的,高兴
11,弹幕护体,惊讶
12,有内味了,高兴
13,真的有那味哈哈哈,高兴
14,0.75完美,高兴
15,好好退退退,高兴
16,哈哈~~,高兴
17,0.75原唱啊 哈哈,高兴
18,有那味了,高兴
19,105°C的老白干,高兴
20,0.75娃哈哈,高兴
21,滕老师亲传,高兴
22,哈哈哈,高兴
23,好听哎,高兴
24,hhh0.75好听,高兴
25,0.75哈哈哈哈哈,高兴
26,0.75属实太绝了,愤怒
27,1.25也很嗨呀,高兴
28,上头上头,高兴
29,哈哈哈哈！爱！,高兴
30,0.75真的是,愤怒
31,0.75就离谱,惊讶
32,真溜税,愤怒
33,空降00：00,高兴
34,0.75太绝了,高兴
35,看其他的咳嗽,愤怒
36,哈哈，八月二字味道最正,高兴
37,111,高兴
38,105°？这特么是1500°啊！,愤怒
39,真上头,高兴
40,啊哈哈哈哈哈哈哈哈哈,高兴
41,0.75还挺好听,高兴
42,重水,愤怒
43,还不够沧桑,难过
44,心肺骤停,难过
45,退钱,愤怒
46,串味,高兴
47,0.75无敌,高兴
48,哈哈哈哈哈哈哈,高兴
49,退钱,愤怒
50,？,惊讶
51,0.75上头,愤怒
52,summertime！！ ,高兴
53,升华,高兴
54,草,高兴
55,0.75新世界大门打开哈哈哈哈哈,高兴
56,有内为了,高兴
57,有说法有说法,愤怒
58,唱完记得来打团,高兴
59,有味,高兴
60,0.75绝了,高兴
61,别搞0.75,愤怒
62,好调（吊）,高兴
63,好家伙,高兴
64,105°的河套王酒,高兴
65,已经失去了上头，退钱,愤怒
66,UP!求个纯净版！！！！！！！！,高兴
67,求个纯净版！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,愤怒
68,0.75牛逼！,高兴
69,钢铁热爱,高兴
70,。。。。。。。。。 。 。,高兴
71,这串场了,高兴
72,可以试试1.25,高兴
73,0.75,愤怒
74,哈哈哈，糊的不能再糊了,高兴
75,0.75腾格尔本人献唱,高兴
76,0.75,愤怒
77,假发脱了吧,愤怒
78,退钱！,愤怒
79,我想到了腾格尔,高兴
80,哈哈哈哈哈哈哈,高兴
81,0.75倍我在吃饭，差点喷了,难过
82,卧槽了哈哈哈哈哈,高兴
83,哈哈哈哈哈哈哈哈哈哈哈,高兴
84,退钱,愤怒
85,太对了哥,高兴
86,得劲儿,高兴
87,哈哈哈哈,高兴
88,0.75永远滴神,高兴
89,味儿正,高兴
90,0.5,愤怒
91,迷之冯绍峰,高兴
92,0.75真好,高兴
93,退钱！,愤怒
94,逆天,高兴
95,草,高兴
96,WTF,高兴
97,0.75牛逼,高兴
98,1.25,愤怒
99,0.75,愤怒
100,哈哈哈哈哈哈哈哈哈,高兴
101,铁水,高兴
102,0.75更正,愤怒
103,1.25,愤怒
104,盲猜好听,高兴
105,0.75绝了,高兴
106,0.75,愤怒
107,你币没了,愤怒
108,哈哈哈哈   腾格尔本腾了 哈哈哈哈,高兴
109,原地蒸发,惊讶
110,哈哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
111,0.75无敌呀,高兴
112,真的0.75.可可可,高兴
113,1.25像,愤怒
114,味真冲，就是这个味儿,高兴
115,0.75非常可以,高兴
116,好听啊,高兴
117,闷倒驴,愤怒
118,闷倒驴？,愤怒
119,0.75绝了哈哈,高兴
120,币和赞都没有顶多有个看,愤怒
121,这歌词烫嘴啊？,愤怒
122,0.75yyds,高兴
123,0.75,愤怒
124,0.75绝了,高兴
125,心肺停止,难过
126,0.75nb,愤怒
127,卡在0.75出不来了,难过
128,卡在0.75,愤怒
129,冲鼻子,愤怒
130,就是这味,高兴
131,2.0配速,高兴
132,2.0,愤怒
133,200万助攻,高兴
134,0.75真的离谱,惊讶
135,哈哈哈哈,高兴
136,又开始对105下手了啊,难过
137, 105真烫嘴,难过
138,盲人歌唱家,难过
139,上头,高兴
140,0.75太牛逼了,高兴
141,退钱！,愤怒
142,上头，真的上头,高兴
143,0.75你值得拥有,高兴
144,？？？？,惊讶
145,什么？？？,惊讶
146,？？？,惊讶
147,0.75yyds,高兴
148,？？？？？？？,惊讶
149,0.75太神了,高兴
150,有内味了,高兴
151,离谱,惊讶
152,不像,愤怒
153,0.75,愤怒
154,0.75镇的号,愤怒
155,hhhhhhhhhhh,高兴
156,0.75yyds,高兴
157,0.5倍诗朗诵,高兴
158,退钱,愤怒
159,哈哈哈,高兴
160,1.5好棒好棒,高兴
161,0.75笑死哈哈哈哈哈哈哈哈哈,高兴
162,0.5哈哈哈哈,高兴
163,0.75绝了,高兴
164,0.75,愤怒
165,毫无违和感！,高兴
166,1。5,高兴
167,0.75 倍 NB,惊讶
168,0.75绝了,高兴
169,？！！！！！！！！！！！！！！！1,惊讶
170,兄弟们，赶紧0.75,难过
171,0.75再来一遍！,高兴
172,全试了 0.75封神,高兴
173,乐死我了,高兴
174,厉害,高兴
175,乐言,高兴
176,别往我嘴里喂草了,愤怒
177,0.75，绝活,高兴
178,哈哈哈，好模仿,高兴
179,0.75牛批,愤怒
180,0.75倍 xdm,愤怒
181,0.75上头,愤怒
182,0.75绝绝子,高兴
183,0.75 再来亿遍,高兴
184,0.75真的很像,愤怒
185,0.75倍建议使用,高兴
186,0.75 yyds,高兴
187,工业革命,高兴
188,？,惊讶
189,0.75,愤怒
190,热带风味,高兴
191,666,高兴
192,0.75回不去了,难过
193,好像吴克群啊,高兴
194,好听啊,高兴
195,0.75yyds,高兴
196,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
197,0.75最强,惊讶
198,0.75绝了,高兴
199,味太冲,高兴
200,卧槽,愤怒
201,？,惊讶
202,闷倒驴,愤怒
203,105度的伏特加吧=。=,难过
204,0.75妙极了,高兴
205,退钱！,愤怒
206,绝了绝了,高兴
207,0.75味儿太冲,愤怒
208,又要转圈儿啦,高兴
209,哈哈哈哈哈哈,高兴
210,0.75没毛病,愤怒
211,通便了,高兴
212,0.75牛逼,高兴
213,0·75,愤怒
214,绝绝子,高兴
215,蒸馏酒吧,高兴
216,哈哈哈哈哈哈哈,高兴
217,0.75,愤怒
218,075绝了,高兴
219,0.75！！！,愤怒
220,0.75上头,愤怒
221,大头哥哥yyds，腾格尔老师yyds,高兴
222,哈哈哈哈哈,高兴
223,0.75万能,高兴
224,0.75要死了,惊讶
225,一万五千度涮羊肉,高兴
226,？？？,惊讶
227,增留水,愤怒
228,0.75无敌了,高兴
229,你对得起我们吗 退钱,愤怒
230,0.75绝了哈哈哈哈哈,高兴
231,1.25yyds,高兴
232,岩浆吗！ 哈哈哈,高兴
233,0.75牛哇牛哇,高兴
234,0.75.。。。。,愤怒
235,不同倍速弹幕不一样？,愤怒
236,0.75在骗我？,愤怒
237,串味了,高兴
238,这是1050度吧,惊讶
239,0.75天呐,难过
240,0.5倍新世界,高兴
241,很安息很安息,难过
242,0.75完美,高兴
243,为什么不笑场哈哈哈,高兴
244,0.75真实,高兴
245,075的魔鬼们,高兴
246,0.75真的NB,愤怒
247,0.75 yyds,高兴
248,0.75yyds,高兴
249,0.75太牛了,高兴
250,好活,高兴
251,75诚不欺我,高兴
252,哈哈哈哈哈哈，质壁分离,高兴
253,0.75yyds,高兴
254,0.75！,惊讶
255,我仿佛喝到了闷倒驴,难过
256,好像mc石头…………,难过
257,哈哈哈哈哈哈哈,高兴
258,0.75,愤怒
259,腾大爷在来的路上了 估计下一个晚会就唱它了 安排上！,高兴
260,空降成功,高兴
261,？,惊讶
262,1.5真的绝了,高兴
263,他来了 他扛着腾格尔走来了,高兴
264,0.75倍速真绝了,高兴
265,0.75六六,高兴
266,0.75倍绝了,高兴
267,不像,愤怒
268,一顿几个腾格尔啊？,愤怒
269,？？？？,惊讶
270,差评，夹藏私货,愤怒
271,开二倍速要笑死。,高兴
272,0.75 nb,愤怒
273,0.75哈哈哈哈哈哈,高兴
274,1.25 yyds,愤怒
275,好听,高兴
276,太阳:我允许你进到我里面,高兴
277,0.75诚不欺我,高兴
278,入了0.7的坑,难过
279,真的绝了,高兴
280,0.75的我谢谢你们,高兴
281,钢水,高兴
282,嗨 老头,高兴
283,。。。。。,高兴
284,0.75yyds,高兴
285,0.75yyds,高兴
286,哈哈哈哈哈哈哈哈哈哈哈,高兴
287,梦幻联动,高兴
288,哈哈哈哈哈哈哈,高兴
289,0.75无敌,高兴
290,哈哈哈哈哈,高兴
291,退钱,愤怒
292,0.75 yyds,高兴
293,0.75太顶了,高兴
294,两倍速新世界,高兴
295,两倍速新世界,高兴
296,哈哈哈哈哈哈笑死了這個,高兴
297,白嫖失败,愤怒
298,0.75倍，相信我。,高兴
299,0.75,愤怒
300,神了0•75,高兴
301,0.75倍发现新世界,高兴
302,0.75yyds,高兴
303,？？？？？,惊讶
304,0.75真是上头,高兴
305,0.75,愤怒
306,闷倒驴,愤怒
307,0.75永远的的神,高兴
308,0.75,愤怒
309,0.75倍全场最佳,高兴
310,1.25倍速刚刚好,高兴
311,说了开水烫嘴你不听,愤怒
312,0.75绝,高兴
313,1.25,愤怒
314,1.5倍不香吗,愤怒
315,退钱,愤怒
316,0.75yyds,高兴
317,绝活,高兴
318,0.75 yyds,高兴
319,听我的，2倍速yyds！！！！,高兴
320,哈哈哈哈哈哈哈哈,高兴
321,0.75倍速绝了，,高兴
322,0.75倍有毒,愤怒
323,0.75牛逼！,高兴
324,喝出敬酒的味道，干,高兴
325,。,惊讶
326,空降00：00,高兴
327,空降00：00,高兴
328,0.75笑了,高兴
329,？？？？,惊讶
330,1.25可以,愤怒
331,.75好评！,高兴
332,该来的总会来,高兴
333,他还是来了,惊讶
334,？？？？,惊讶
335,？？？,惊讶
336,怪好听的,高兴
337,0.75yyds,高兴
338,0.75新世界,高兴
339,日语太减分了,愤怒
340,有内味了,高兴
341,煮沸后冷凝水,高兴
342,0.75,愤怒
343,离天下之大普,惊讶
344,0.75倍建议使用,高兴
345,歌词烫嘴,愤怒
346,？？？,惊讶
347,？？？,惊讶
348,哈哈哈哈哈,高兴
349,工业蒸馏水,愤怒
350,0.75倍YYDS,高兴
351,0.75倍,惊讶
352,哈哈哈哈哈你,高兴
353,0.75,愤怒
354,夹带私货,愤怒
355,害怕哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,高兴
